Gender,Position,Type,Date Hired,Campus,Employment Status,Date of Birth,Years of Service,Age
Female,ASSOCIATE PROFESSOR I,MEDICAL,1 12 2016,Pototan Campus,PERMANENT,1 03 1970,6,53
Male,ASSISTANT PROFESSOR IV,MEDICAL,3 11 2011,Pototan Campus,PERMANENT,12 04 1969,11,54
Female,ADMINISTRATIVE AIDE VI,MEDICAL,8 07 2011,Pototan Campus,PERMANENT,23 11 1967,11,55
Female,ASSISTANT PROFESSOR I,MEDICAL,22 06 1989,Pototan Campus,PERMANENT,9 08 1964,33,58
Male,SECURITY GUARD I,MEDICAL,10 02 2003,Pototan Campus,PERMANENT,3 03 1959,20,64
Male,INSTRUCTOR I,STAFF,7 03 2017,Pototan Campus,PERMANENT,2 03 2036,6,-13
Male,ASSISTANT PROFESSOR III,STAFF,1 07 2017,Pototan Campus,PERMANENT,20 02 2036,5,-13
Female,ASSOCIATE PROFESSOR II,STAFF,21 02 2036,Pototan Campus,PERMANENT,5 03 2036,-13,-13
Male,ADMINISTRATIVE OFFICER V,STAFF,1 05 1984,Pototan Campus,PERMANENT,27 02 2036,38,-13
Female,ASSISTANT PROFESSOR III,STAFF,3 03 2014,Pototan Campus,PERMANENT,21 02 2036,9,-13
Female,ASSOCIATE PROFESSOR V,STAFF,10 07 1984,Pototan Campus,PERMANENT,5 03 2036,38,-13
Male,ASSISTANT PROFESSOR II,STAFF,11 05 2018,Pototan Campus,PERMANENT,19 02 2036,4,-13
Female,ASSOCIATE PROFESSOR V,STAFF,5 01 2007,Pototan Campus,PERMANENT,3 03 2036,16,-13
Female,ASSISTANT PROFESSOR I,STAFF,1 01 1995,Pototan Campus,PERMANENT,3 03 2036,28,-13
Female,ASSOCIATE PROFESSOR V,STAFF,1 10 1997,Pototan Campus,PERMANENT,22 02 2036,25,-13
Male,ADMINISTRATIVE AIDE IV,STAFF,1 12 2005,Pototan Campus,PERMANENT,29 02 2036,17,-13
Male,ASSISTANT PROFESSOR I,STAFF,20 02 2036,Pototan Campus,PERMANENT,29 02 2036,-13,-13
Male,INSTRUCTOR III,STAFF,9 01 1993,Pototan Campus,PERMANENT,4 03 2036,30,-13
Female,ASSOCIATE PROFESSOR V,STAFF,5 12 1988,Pototan Campus,PERMANENT,6 03 2036,34,-13
Male,ASSOCIATE PROFESSOR IV,STAFF,1 08 1991,Pototan Campus,PERMANENT,21 02 2036,31,-13
Male,ASSISTANT PROFESSOR I,STAFF,1 07 1987,Pototan Campus,PERMANENT,21 02 2036,35,-13
Female,ASSOCIATE PROFESSOR I,STAFF,3 03 2014,Pototan Campus,PERMANENT,28 02 2036,9,-13
Female,ASSISTANT PROFESSOR I,STAFF,22 02 2036,Pototan Campus,PERMANENT,4 03 2036,-13,-13
Male,ASSOCIATE PROFESSOR V,STAFF,7 02 2007,Pototan Campus,PERMANENT,21 02 2036,16,-13
Male,LECTURER I (UG),STAFF,8 01 2012,Pototan Campus,CONTRACTUAL,27 02 2036,11,-13
Female,LECTURER I (UG),STAFF,15 09 2022,Pototan Campus,CONTRACTUAL,11 02 1998,0,25
Male,CLERK I,STAFF,25 09 2017,Pototan Campus,JOB ORDER,12 09 1996,5,26
Male,LECTURER I (UG),STAFF,16 09 2022,Pototan Campus,CONTRACTUAL,20 06 1996,0,26
Female,LECTURER I (UG),STAFF,8 07 2019,Pototan Campus,CONTRACTUAL,2 04 1996,3,27
Female,CLERK I,STAFF,3 01 2023,Pototan Campus,JOB ORDER,17 09 1993,0,29
Female,CLERK I,STAFF,28 03 2022,Pototan Campus,JOB ORDER,26 02 1994,1,29
Female,ADMINISTRATIVE AIDE IV,STAFF,1 06 2018,Pototan Campus,PERMANENT,5 11 1992,4,30
Male,ASSISTANT PROFESSOR III,STAFF,3 03 2014,Pototan Campus,PERMANENT,10 11 1990,9,32
Male,ASSISTANT PROFESSOR I,STAFF,1 12 2016,Pototan Campus,PERMANENT,11 02 1989,6,34
Female,SECURITY GUARD I,STAFF,8 07 2013,Pototan Campus,PERMANENT,21 12 1987,9,35
Male,COLLEGE LIBRARIAN II,STAFF,17 08 2009,Pototan Campus,PERMANENT,25 10 1982,13,40
Male,LECTURER I (UG),STAFF,16 09 2022,Pototan Campus,CONTRACTUAL,24 10 1981,0,41
Male,CLERK I,STAFF,20 11 2017,Pototan Campus,JOB ORDER,31 10 1981,5,41
Female,UTILITY WORKER I (EXTERNAL CAMPUS),STAFF,15 07 2019,Pototan Campus,JOB ORDER,8 06 1981,3,41
Female,ADMINISTRATIVE OFFICER II,STAFF,5 05 2003,Pototan Campus,PERMANENT,4 09 1978,19,44
Female,INSTRUCTOR III,STAFF,3 03 2014,Pototan Campus,PERMANENT,12 09 1978,9,44
Female,CLERK I,STAFF,16 09 2022,Pototan Campus,JOB ORDER,8 03 1979,0,44
Female,ASSISTANT PROFESSOR II,STAFF,24 02 2036,Pototan Campus,PERMANENT,3 01 1978,-13,45
Female,ADMINISTRATIVE ASSISTANT I,STAFF,1 10 1997,Pototan Campus,PERMANENT,4 02 1972,25,51
Male,ASSOCIATE PROFESSOR IV,STAFF,7 11 2007,Pototan Campus,PERMANENT,6 02 1970,15,53
Male,ADMINISTRATIVE AIDE I (CT),STAFF,18 11 1991,Pototan Campus,PERMANENT,20 03 1970,31,53
Female,ADMINISTRATIVE AIDE VI,STAFF,1 07 1991,Pototan Campus,PERMANENT,24 05 1966,31,56
Male,ADMINISTRATIVE OFFICER I,STAFF,7 11 1991,Pototan Campus,PERMANENT,9 04 1964,31,59
Male,ASSISTANT PROFESSOR III,STAFF,1 02 1990,Pototan Campus,PERMANENT,12 06 1962,33,60
Female,ASSISTANT PROFESSOR I,STAFF,8 07 1985,Pototan Campus,PERMANENT,12 06 1961,37,61
Female,SECURITY GUARD I,STAFF,24 01 1996,Pototan Campus,PERMANENT,6 01 1960,27,63
Female,HOUSEKEEPER - CONTRACTUAL,FACULTY,6 09 2021,WVSU Medical Center,JOB ORDER,3 02 1999,1,24
Male,DATA ENCODER - CONTRACTUAL,FACULTY,7 09 2022,WVSU Medical Center,JOB ORDER,25 07 1997,0,25
Female,ADMINISTRATIVE AIDE III,FACULTY,2 08 2021,WVSU Medical Center,PERMANENT,28 03 1998,1,25
Male,DATA ENCODER - CONTRACTUAL,FACULTY,11 12 2019,WVSU Medical Center,CONTRACT OF SERVICES,8 03 1998,3,25
Female,ADMINISTRATIVE AIDE III,FACULTY,19 07 2021,WVSU Medical Center,PERMANENT,17 12 1997,1,25
Female,LABORER I - CONTRACTUAL,FACULTY,25 04 2022,WVSU Medical Center,JOB ORDER,24 04 1997,0,25
Female,MEDICAL OFFICER III,FACULTY,1 01 2022,WVSU Medical Center,TEMPORARY,28 05 1996,1,26
Male,ADMINISTRATIVE ASSISTANT I,FACULTY,1 07 2021,WVSU Medical Center,PERMANENT,16 12 1996,1,26
Female,NURSING ATTENDANT I - CONTRACTUAL,FACULTY,19 02 2018,WVSU Medical Center,JOB ORDER,23 05 1996,5,26
Male,LABORER I - CONTRACTUAL,FACULTY,14 02 2022,WVSU Medical Center,JOB ORDER,16 10 1995,1,27
Female,MEDICAL OFFICER III,FACULTY,1 01 2022,WVSU Medical Center,TEMPORARY,16 06 1995,1,27
Male,RADIOLOGIC TECHNOLOGIST I,FACULTY,19 04 2021,WVSU Medical Center,PERMANENT,21 10 1995,1,27
Female,MEDICAL LABORATORY TECHNICIAN III - CONTRACTUAL,FACULTY,2 11 2021,WVSU Medical Center,CONTRACT OF SERVICES,8 02 1996,1,27
Female,PHARMACIST I - CONTRACTUAL,FACULTY,1 02 2021,WVSU Medical Center,CONTRACT OF SERVICES,14 06 1995,2,27
Female,MEDICAL TECHNOLOGIST I - CONTRACTUAL,FACULTY,30 09 2019,WVSU Medical Center,CONTRACT OF SERVICES,28 03 1996,3,27
Female,ADMINISTRATIVE ASSISTANT I,FACULTY,6 05 2021,WVSU Medical Center,PERMANENT,20 09 1994,1,28
Female,MEDICAL OFFICER III,FACULTY,1 01 2022,WVSU Medical Center,TEMPORARY,21 07 1994,1,28
Female,MEDICAL OFFICER IV,FACULTY,1 01 2020,WVSU Medical Center,TEMPORARY,22 06 1994,3,28
Male,NURSE I,FACULTY,29 04 2020,WVSU Medical Center,PERMANENT,30 10 1994,2,28
Female,DATA ENCODER - CONTRACTUAL,FACULTY,8 11 2021,WVSU Medical Center,CONTRACT OF SERVICES,9 01 1995,1,28
Female,NURSING ATTENDANT I - CONTRACTUAL,FACULTY,19 02 2018,WVSU Medical Center,JOB ORDER,9 06 1994,5,28
Male,NURSE I,FACULTY,27 04 2020,WVSU Medical Center,PERMANENT,8 04 1995,2,28
Female,MEDICAL OFFICER III,FACULTY,1 01 2022,WVSU Medical Center,TEMPORARY,7 12 1994,1,28
Male,NURSE II,FACULTY,19 04 2021,WVSU Medical Center,PERMANENT,20 08 1994,1,28
Female,PHARMACIST I - CONTRACTUAL,FACULTY,16 08 2022,WVSU Medical Center,CONTRACT OF SERVICES,28 01 1995,0,28
Female,MEDICAL OFFICER III,FACULTY,1 01 2021,WVSU Medical Center,TEMPORARY,20 05 1994,2,28
Male,MEDICAL OFFICER III,FACULTY,1 01 2022,WVSU Medical Center,TEMPORARY,3 09 1994,1,28
Female,MEDICAL OFFICER IV,FACULTY,1 01 2021,WVSU Medical Center,TEMPORARY,14 06 1994,2,28
Female,MEDICAL TECHNOLOGIST I - CONTRACTUAL,FACULTY,12 01 2015,WVSU Medical Center,CONTRACT OF SERVICES,5 09 1993,8,29
Male,MEDICAL OFFICER IV,FACULTY,1 01 2021,WVSU Medical Center,TEMPORARY,6 11 1993,2,29
Female,MEDICAL OFFICER IV,FACULTY,1 01 2020,WVSU Medical Center,TEMPORARY,3 01 1994,3,29
Male,MEDICAL OFFICER IV,FACULTY,1 01 2021,WVSU Medical Center,TEMPORARY,26 03 1994,2,29
Female,MEDICAL OFFICER IV,FACULTY,1 01 2020,WVSU Medical Center,TEMPORARY,6 07 1993,3,29
Male,MEDICAL OFFICER III,FACULTY,1 01 2021,WVSU Medical Center,TEMPORARY,10 05 1993,2,29
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,1 07 2022,WVSU Medical Center,JOB ORDER,2 10 1993,0,29
Female,ADMINISTRATIVE OFFICER I,FACULTY,4 03 2021,WVSU Medical Center,PERMANENT,25 10 1993,2,29
Female,ADMINISTRATIVE ASSISTANT II,FACULTY,3 05 2021,WVSU Medical Center,PERMANENT,26 01 1994,1,29
Female,ADMINISTRATIVE ASSISTANT I,FACULTY,17 05 2021,WVSU Medical Center,PERMANENT,30 11 1993,1,29
Female,MEDICAL TECHNOLOGIST I - CONTRACTUAL,FACULTY,22 03 2016,WVSU Medical Center,CONTRACT OF SERVICES,24 11 1993,7,29
Female,MEDICAL OFFICER III,FACULTY,1 01 2021,WVSU Medical Center,TEMPORARY,21 10 1993,2,29
Female,MEDICAL OFFICER III,FACULTY,1 01 2022,WVSU Medical Center,TEMPORARY,21 08 1993,1,29
Male,MEDICAL OFFICER III,FACULTY,1 01 2022,WVSU Medical Center,TEMPORARY,6 10 1993,1,29
Female,PHARMACIST I - CONTRACTUAL,FACULTY,20 02 2021,WVSU Medical Center,CONTRACT OF SERVICES,21 08 1993,2,29
Female,MEDICAL TECHNOLOGIST I - CONTRACTUAL,FACULTY,11 12 2020,WVSU Medical Center,CONTRACT OF SERVICES,1 12 1993,2,29
Male,MEDICAL OFFICER IV,FACULTY,2 05 2021,WVSU Medical Center,TEMPORARY,6 06 1993,1,29
Female,SOCIAL WELFARE ASSISTANT,FACULTY,16 08 2021,WVSU Medical Center,PERMANENT,4 11 1993,1,29
Male,MEDICAL OFFICER IV,FACULTY,1 01 2020,WVSU Medical Center,TEMPORARY,12 12 1993,3,29
Female,MEDICAL OFFICER III,FACULTY,1 01 2020,WVSU Medical Center,TEMPORARY,29 12 1992,3,30
Female,MEDICAL TECHNOLOGIST I - CONTRACTUAL,FACULTY,20 11 2018,WVSU Medical Center,CONTRACT OF SERVICES,24 01 1993,4,30
Male,NURSE I,FACULTY,29 12 2017,WVSU Medical Center,PERMANENT,12 07 1992,5,30
Male,NURSE I - CONTRACTUAL,FACULTY,10 04 2018,WVSU Medical Center,CONTRACT OF SERVICES,15 01 1993,4,30
Female,ADMINISTRATIVE ASSISTANT I,FACULTY,3 05 2021,WVSU Medical Center,PERMANENT,25 09 1992,1,30
Male,MEDICAL TECHNOLOGIST I - CONTRACTUAL,FACULTY,13 07 2021,WVSU Medical Center,CONTRACT OF SERVICES,21 02 1993,1,30
Female,MEDICAL OFFICER IV,FACULTY,1 01 2021,WVSU Medical Center,TEMPORARY,27 11 1992,2,30
Female,MEDICAL OFFICER IV,FACULTY,1 01 2019,WVSU Medical Center,TEMPORARY,13 08 1992,4,30
Female,MEDICAL TECHNOLOGIST I - CONTRACTUAL,FACULTY,9 11 2020,WVSU Medical Center,CONTRACT OF SERVICES,24 11 1992,2,30
Female,MEDICAL OFFICER IV,FACULTY,1 01 2020,WVSU Medical Center,TEMPORARY,5 02 1993,3,30
Female,NURSE II,FACULTY,19 09 2017,WVSU Medical Center,PERMANENT,30 09 1992,5,30
Male,DATA ENCODER - CONTRACTUAL,FACULTY,7 04 2020,WVSU Medical Center,CONTRACT OF SERVICES,1 10 1992,2,30
Male,COMPUTER MAINTENANCE TECHNOLOGIST II,FACULTY,14 09 2021,WVSU Medical Center,PERMANENT,28 03 1992,1,31
Male,MEDICAL OFFICER IV,FACULTY,1 01 2018,WVSU Medical Center,TEMPORARY,12 10 1991,5,31
Female,NURSE I - CONTRACTUAL,FACULTY,31 07 2022,WVSU Medical Center,CONTRACT OF SERVICES,6 12 1991,0,31
Female,NURSE I,FACULTY,3 05 2021,WVSU Medical Center,PERMANENT,29 04 1991,1,31
Male,NURSE I,FACULTY,16 02 2015,WVSU Medical Center,PERMANENT,22 04 1991,8,31
Male,COMPUTER MAINTENANCE TECHNOLOGIST II,FACULTY,3 02 2015,WVSU Medical Center,PERMANENT,2 07 1991,8,31
Female,NURSE I,FACULTY,27 04 2020,WVSU Medical Center,PERMANENT,15 07 1991,2,31
Female,MEDICAL OFFICER IV,FACULTY,1 01 2020,WVSU Medical Center,TEMPORARY,9 11 1991,3,31
Male,NURSE I - CONTRACTUAL,FACULTY,10 08 2019,WVSU Medical Center,CONTRACT OF SERVICES,11 05 1991,3,31
Male,ADMINISTRATIVE OFFICER I,FACULTY,4 06 2015,WVSU Medical Center,PERMANENT,15 05 1991,7,31
Female,NURSE II,FACULTY,1 02 2016,WVSU Medical Center,PERMANENT,4 12 1991,7,31
Female,DATA ENCODER - CONTRACTUAL,FACULTY,18 07 2022,WVSU Medical Center,CONTRACT OF SERVICES,19 08 1991,0,31
Male,MEDICAL OFFICER IV,FACULTY,1 01 2018,WVSU Medical Center,TEMPORARY,23 09 1990,5,32
Female,NURSE I,FACULTY,24 04 2015,WVSU Medical Center,PERMANENT,19 08 1990,7,32
Female,NURSE I,FACULTY,26 04 2021,WVSU Medical Center,PERMANENT,26 08 1990,1,32
Female,MIDWIFE II,FACULTY,17 09 2018,WVSU Medical Center,PERMANENT,24 06 1990,4,32
Male,MEDICAL OFFICER IV,FACULTY,1 01 2017,WVSU Medical Center,TEMPORARY,24 08 1990,6,32
Female,ADMINISTRATIVE OFFICER III,FACULTY,3 07 2017,WVSU Medical Center,PERMANENT,30 03 1991,5,32
Female,NURSING ATTENDANT II,FACULTY,16 08 2021,WVSU Medical Center,PERMANENT,19 04 1990,1,32
Male,MEDICAL TECHNOLOGIST I,FACULTY,3 04 2020,WVSU Medical Center,PERMANENT,19 09 1990,2,32
Male,NURSE I,FACULTY,4 05 2020,WVSU Medical Center,PERMANENT,28 05 1990,2,32
Female,NURSE I,FACULTY,1 02 2015,WVSU Medical Center,PERMANENT,30 10 1990,8,32
Male,MEDICAL OFFICER IV,FACULTY,1 01 2020,WVSU Medical Center,TEMPORARY,17 11 1990,3,32
Female,MEDICAL OFFICER IV,FACULTY,19 11 2019,WVSU Medical Center,TEMPORARY,19 05 1990,3,32
Female,NURSE I - CONTRACTUAL,FACULTY,1 12 2020,WVSU Medical Center,CONTRACT OF SERVICES,22 06 1990,2,32
Female,NURSE I,FACULTY,27 04 2020,WVSU Medical Center,PERMANENT,5 09 1990,2,32
Male,ADMINISTRATIVE OFFICER II,FACULTY,2 06 2014,WVSU Medical Center,PERMANENT,19 05 1989,8,33
Male,ADMINISTRATIVE OFFICER II,FACULTY,2 06 2014,WVSU Medical Center,PERMANENT,19 05 1989,8,33
Female,NURSING ATTENDANT I,FACULTY,26 06 2020,WVSU Medical Center,PERMANENT,24 10 1989,2,33
Male,NURSE I,FACULTY,6 06 2019,WVSU Medical Center,PERMANENT,12 04 1989,3,33
Female,MEDICAL OFFICER IV,FACULTY,17 05 2021,WVSU Medical Center,TEMPORARY,19 12 1989,1,33
Male,ADMINISTRATIVE OFFICER I,FACULTY,2 01 2014,WVSU Medical Center,PERMANENT,10 09 1989,9,33
Female,RESPIRATORY THERAPIST III,FACULTY,1 09 2014,WVSU Medical Center,PERMANENT,12 11 1989,8,33
Male,ADMINISTRATIVE ASSISTANT I,FACULTY,5 04 2021,WVSU Medical Center,PERMANENT,18 02 1990,1,33
Female,MEDICAL LABORATORY TECHNICIAN I,FACULTY,13 09 2021,WVSU Medical Center,PERMANENT,26 11 1989,1,33
Female,HOUSEKEEPER - CONTRACTUAL,FACULTY,1 12 2014,WVSU Medical Center,JOB ORDER,21 11 1989,8,33
Female,TRAINING ASSISTANT,FACULTY,3 11 2014,WVSU Medical Center,PERMANENT,6 12 1989,8,33
Female,NURSE I - CONTRACTUAL,FACULTY,6 02 2017,WVSU Medical Center,CONTRACT OF SERVICES,8 10 1989,6,33
Female,MIDWIFE I,FACULTY,1 03 2019,WVSU Medical Center,PERMANENT,12 08 1989,4,33
Female,NURSE I - CONTRACTUAL,FACULTY,7 07 2022,WVSU Medical Center,CONTRACT OF SERVICES,4 12 1989,0,33
Male,RADIOLOGIC TECHNOLOGIST II,FACULTY,10 11 2020,WVSU Medical Center,PERMANENT,5 06 1989,2,33
Male,NURSING ATTENDANT II,FACULTY,16 08 2021,WVSU Medical Center,PERMANENT,29 11 1989,1,33
Female,NURSE II,FACULTY,4 03 2015,WVSU Medical Center,PERMANENT,6 01 1990,8,33
Male,DATA ENCODER - CONTRACTUAL,FACULTY,18 07 2022,WVSU Medical Center,CONTRACT OF SERVICES,27 08 1989,0,33
Male,LABORER I (ELEVATOR OPERATOR) - CONTRACTUAL,FACULTY,19 03 2019,WVSU Medical Center,JOB ORDER,9 10 1988,4,34
Male,NURSE I,FACULTY,5 02 2015,WVSU Medical Center,PERMANENT,25 09 1988,8,34
Male,COOK II,FACULTY,3 02 2015,WVSU Medical Center,PERMANENT,12 08 1988,8,34
Male,NURSE I,FACULTY,27 04 2020,WVSU Medical Center,PERMANENT,29 01 1989,2,34
Female,LABORER I-DIETARY - CONTRACTUAL,FACULTY,4 09 2013,WVSU Medical Center,JOB ORDER,8 08 1988,9,34
Female,NURSE I,FACULTY,3 09 2017,WVSU Medical Center,PERMANENT,18 02 1989,5,34
Female,ADMINISTRATIVE ASSISTANT II,FACULTY,4 10 2021,WVSU Medical Center,PERMANENT,14 06 1988,1,34
Male,LABORER I-DIETARY - CONTRACTUAL,FACULTY,22 03 2010,WVSU Medical Center,JOB ORDER,22 08 1988,13,34
Female,ADMINISTRATIVE OFFICER III,FACULTY,3 02 2015,WVSU Medical Center,PERMANENT,31 07 1988,8,34
Male,LABORATORY AIDE II,FACULTY,16 03 2015,WVSU Medical Center,PERMANENT,17 11 1987,8,35
Female,ADMINISTRATIVE ASSISTANT II,FACULTY,3 11 2014,WVSU Medical Center,PERMANENT,6 09 1987,8,35
Male,HOUSEKEEPER - CONTRACTUAL,FACULTY,25 03 2010,WVSU Medical Center,JOB ORDER,1 09 1987,13,35
Male,MEDICAL OFFICER IV,FACULTY,1 01 2020,WVSU Medical Center,TEMPORARY,7 09 1987,3,35
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,13 05 2015,WVSU Medical Center,JOB ORDER,28 06 1987,7,35
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,19 12 2016,WVSU Medical Center,JOB ORDER,29 04 1987,6,35
Male,ADMINISTRATIVE ASSISTANT I,FACULTY,6 05 2021,WVSU Medical Center,PERMANENT,30 01 1988,1,35
Female,NURSE I - CONTRACTUAL,FACULTY,19 07 2020,WVSU Medical Center,CONTRACT OF SERVICES,13 05 1987,2,35
Female,NURSE I,FACULTY,26 04 2021,WVSU Medical Center,PERMANENT,29 12 1987,1,35
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,19 02 2018,WVSU Medical Center,JOB ORDER,24 08 1987,5,35
Female,NURSE II,FACULTY,3 06 2015,WVSU Medical Center,PERMANENT,26 02 1988,7,35
Female,MEDICAL OFFICER IV,FACULTY,11 01 2021,WVSU Medical Center,TEMPORARY,27 04 1986,2,36
Male,NURSE I - CONTRACTUAL,FACULTY,6 07 2022,WVSU Medical Center,CONTRACT OF SERVICES,6 03 1987,0,36
Female,RADIOLOGIC TECHNOLOGIST II,FACULTY,10 11 2020,WVSU Medical Center,PERMANENT,18 10 1986,2,36
Female,NURSE I - CONTRACTUAL,FACULTY,4 04 2018,WVSU Medical Center,CONTRACT OF SERVICES,8 07 1986,4,36
Female,NURSE II,FACULTY,3 06 2015,WVSU Medical Center,PERMANENT,29 11 1986,7,36
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,12 01 2022,WVSU Medical Center,JOB ORDER,12 10 1986,1,36
Female,MIDWIFE I,FACULTY,1 03 2019,WVSU Medical Center,PERMANENT,16 01 1987,4,36
Male,MORTICIAN - CONTRACTUAL,FACULTY,16 10 2018,WVSU Medical Center,JOB ORDER,31 03 1987,4,36
Female,NURSE III,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,11 07 1986,8,36
Female,ADMINISTRATIVE OFFICER II,FACULTY,1 10 2014,WVSU Medical Center,PERMANENT,6 09 1986,8,36
Male,NURSE I,FACULTY,1 02 2015,WVSU Medical Center,PERMANENT,5 04 1987,8,36
Female,NURSE I,FACULTY,1 02 2015,WVSU Medical Center,PERMANENT,7 11 1986,8,36
Female,NURSE I,FACULTY,19 04 2021,WVSU Medical Center,PERMANENT,22 07 1986,1,36
Female,ADMINISTRATIVE AIDE VI,FACULTY,2 11 2015,WVSU Medical Center,PERMANENT,3 12 1986,7,36
Female,MEDICAL OFFICER III,FACULTY,19 05 2022,WVSU Medical Center,TEMPORARY,25 01 1986,0,37
Male,LABORER I (LAUNDRY WORKER) - CONTRACTUAL,FACULTY,12 09 2011,WVSU Medical Center,JOB ORDER,22 09 1985,11,37
Male,MEDICAL SPECIALIST III (PART-TIME),FACULTY,4 10 2021,WVSU Medical Center,PERMANENT,29 09 1985,1,37
Male,NURSE II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,21 05 1985,8,37
Male,NURSE I,FACULTY,1 07 2019,WVSU Medical Center,PERMANENT,16 05 1985,3,37
Male,RADIOLOGIC TECHNOLOGIST I,FACULTY,19 04 2021,WVSU Medical Center,PERMANENT,1 09 1985,1,37
Male,NURSE I,FACULTY,1 02 2015,WVSU Medical Center,PERMANENT,23 02 1986,8,37
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,12 05 2015,WVSU Medical Center,JOB ORDER,20 12 1985,7,37
Female,NURSING ATTENDANT II,FACULTY,24 06 2020,WVSU Medical Center,PERMANENT,19 03 1986,2,37
Female,NURSE III,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,19 01 1986,8,37
Male,NURSING ATTENDANT II,FACULTY,16 08 2021,WVSU Medical Center,PERMANENT,15 12 1985,1,37
Male,TRAINING ASSISTANT,FACULTY,21 03 2016,WVSU Medical Center,PERMANENT,6 05 1985,7,37
Female,MIDWIFE I,FACULTY,11 03 2019,WVSU Medical Center,PERMANENT,25 08 1985,4,37
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,29 10 2020,WVSU Medical Center,JOB ORDER,22 04 1985,2,37
Male,MEDICAL TECHNOLOGIST II,FACULTY,1 10 2014,WVSU Medical Center,PERMANENT,4 05 1985,8,37
Male,NURSE VI,FACULTY,10 06 2020,WVSU Medical Center,PERMANENT,6 03 1986,2,37
Female,NURSE II,FACULTY,2 03 2015,WVSU Medical Center,PERMANENT,16 01 1985,8,38
Male,NURSE I,FACULTY,2 02 2015,WVSU Medical Center,PERMANENT,29 12 1984,8,38
Female,MEDICAL TECHNOLOGIST II,FACULTY,1 10 2014,WVSU Medical Center,PERMANENT,3 10 1984,8,38
Female,ADMINISTRATIVE OFFICER III,FACULTY,1 09 2014,WVSU Medical Center,PERMANENT,28 02 1985,8,38
Female,PHARMACIST I - CONTRACTUAL,FACULTY,16 04 2022,WVSU Medical Center,CONTRACT OF SERVICES,19 12 1984,0,38
Female,NURSE II,FACULTY,1 06 2020,WVSU Medical Center,PERMANENT,13 01 1985,2,38
Female,COOK II,FACULTY,3 02 2015,WVSU Medical Center,PERMANENT,3 07 1984,8,38
Male,RADIOLOGIC TECHNOLOGIST I,FACULTY,19 04 2021,WVSU Medical Center,PERMANENT,17 11 1984,1,38
Female,RESPIRATORY THERAPIST I,FACULTY,8 03 2021,WVSU Medical Center,PERMANENT,23 07 1984,2,38
Male,HOUSEKEEPER - CONTRACTUAL,FACULTY,14 05 2012,WVSU Medical Center,JOB ORDER,13 09 1984,10,38
Female,NURSE II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,7 10 1984,8,38
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,1 04 2006,WVSU Medical Center,JOB ORDER,12 06 1983,17,39
Male,HOUSEKEEPER - CONTRACTUAL,FACULTY,5 12 2018,WVSU Medical Center,JOB ORDER,24 05 1983,4,39
Female,RESPIRATORY THERAPIST I,FACULTY,7 03 2022,WVSU Medical Center,PERMANENT,9 02 1984,1,39
Male,LAUNDRY WORKER II,FACULTY,16 07 2020,WVSU Medical Center,PERMANENT,14 05 1983,2,39
Female,MEDICAL TECHNOLOGIST II,FACULTY,1 09 2014,WVSU Medical Center,PERMANENT,1 05 1983,8,39
Female,MIDWIFE I,FACULTY,4 03 2019,WVSU Medical Center,PERMANENT,8 11 1983,4,39
Male,NURSE II,FACULTY,2 02 2015,WVSU Medical Center,PERMANENT,20 12 1983,8,39
Male,ADMINISTRATIVE ASSISTANT II,FACULTY,10 11 2014,WVSU Medical Center,PERMANENT,5 06 1982,8,40
Male,ADMINISTRATIVE ASSISTANT II,FACULTY,10 11 2014,WVSU Medical Center,PERMANENT,5 06 1982,8,40
Female,NURSING ATTENDANT I - CONTRACTUAL,FACULTY,1 04 2017,WVSU Medical Center,JOB ORDER,1 02 1983,6,40
Female,SOCIAL WELFARE OFFICER I,FACULTY,1 02 2016,WVSU Medical Center,PERMANENT,7 12 1982,7,40
Male,HOUSEKEEPER - CONTRACTUAL,FACULTY,21 05 2012,WVSU Medical Center,JOB ORDER,6 09 1982,10,40
Female,NURSING ATTENDANT I - CONTRACTUAL,FACULTY,19 08 2008,WVSU Medical Center,JOB ORDER,14 12 1982,14,40
Female,DATA ENCODER - CONTRACTUAL,FACULTY,1 04 2006,WVSU Medical Center,JOB ORDER,24 04 1982,17,40
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,19 08 2008,WVSU Medical Center,JOB ORDER,27 10 1982,14,40
